Customer_ID,Signup_Date,Age,Gender,Location,Income_Level,Customer_Segment,Acquisition_Channel,First_Purchase_Date,Total_Purchases,Total_Spend,Average_Order_Value,Churn_Status,Cohort_Month,Customer_Lifetime_Value,Tenure_Days,Last_Login_Date,Engagement_Score,Preferred_Category,Discount_Usage_Rate,Referral_Count,Payment_Method,Return_Rate,Satisfaction_Score,Email_Open_Rate,Mobile_App_User,Subscription_Type,Average_Session_Duration,Customer_Tier
115,7/8/2025,63,Other,West Lorimouth,High,Bargain Hunter,Ads,19-08-2025,4,1758.27,439.57,Active,25-Jul,2867.74,60,8/10/2025,26,Grocery,0.23,4,Debit Card,0.06,4,0.82,Yes,Free,13.81,Platinum
116,7/8/2024,54,Male,East Brandi,Medium,Bargain Hunter,Email,31-07-2024,34,2177.5,64.04,Active,24-Jul,3051.49,425,15-03-2025,42,Travel,0.06,4,Net Banking,0.29,4,0.77,No,Free,58.5,Gold
117,19-10-2024,49,Male,Smithmouth,Low,Loyal,Email,11/6/2024,16,3941.71,246.36,Inactive,24-Oct,5602.89,322,29-04-2025,82,Grocery,0.24,2,Credit Card,0.13,3,0.19,No,Gold,26.11,Silver
118,20-01-2025,54,Other,New Donaldport,Medium,Occasional,Referral,27-02-2025,49,4056.77,82.79,Active,25-Jan,8640.16,229,4/6/2025,36,Fashion,0.42,6,UPI,0.04,3,0.65,No,Gold,8.69,Platinum
119,7/5/2024,44,Female,Marymouth,High,Occasional,Referral,27-08-2024,4,4211.32,1052.83,Inactive,24-Jul,9084.93,428,21-12-2024,93,Travel,0.49,4,Net Banking,0.1,3,0.57,No,Free,23.53,Gold
120,17-09-2023,47,Female,Timothyhaven,Medium,Bargain Hunter,Email,17-10-2023,41,2610.99,63.68,Active,23-Sep,3580.97,720,27-05-2024,30,Fashion,0.61,2,Wallet,0.3,2,0.11,Yes,Gold,59.48,Gold
121,10/4/2023,58,Male,New Rachelmouth,Low,One-time,Referral,11/9/2023,44,2767.02,62.89,Inactive,23-Oct,6438.96,703,3/1/2024,31,Healthcare,0.36,2,Net Banking,0.24,5,0.22,No,Premium,30.89,Platinum
122,23-04-2025,58,Male,South Meghantown,High,High Spender,Social Media,5/4/2025,7,575.27,82.18,Active,25-Apr,1313.77,136,6/2/2025,26,Grocery,0.75,3,Wallet,0.02,3,0.7,No,Free,1.54,Silver
123,23-09-2023,50,Male,Lake Carolynside,High,One-time,Ads,10/7/2023,7,1277.15,182.45,Active,23-Sep,2016.47,714,28-09-2024,61,Travel,0.59,1,Wallet,0.07,1,0.77,No,Free,8.39,Platinum
124,16-08-2025,39,Other,Bakershire,High,Bargain Hunter,Email,24-09-2025,30,640.56,21.35,Active,25-Aug,1346,21,31-08-2025,75,Books,0.74,4,Net Banking,0.18,3,0.61,No,Free,31.7,Silver
125,4/5/2025,61,Other,North Meganview,Low,Bargain Hunter,Ads,24-05-2025,8,1302.14,162.77,Active,25-Apr,3155.22,154,6/2/2025,65,Grocery,0.91,9,Credit Card,0.14,3,0.64,Yes,Premium,2.27,Gold
126,22-02-2025,38,Male,Leslieville,Medium,Occasional,Social Media,3/8/2025,28,1213.35,43.33,Inactive,25-Feb,2030.53,196,3/3/2025,46,Healthcare,0.13,8,Debit Card,0.23,5,0.64,No,Gold,55.7,Silver
127,4/5/2024,42,Female,Pooleburgh,Low,Occasional,Email,27-04-2024,27,730.5,27.06,Inactive,24-Apr,1659.46,519,4/2/2025,88,Grocery,0.21,8,Credit Card,0.04,1,0.45,No,Gold,5.16,Gold
128,28-05-2024,65,Female,Steelefurt,Low,One-time,Social Media,15-07-2024,43,1500.25,34.89,Inactive,24-May,3163.61,466,4/2/2025,18,Fashion,0.4,2,UPI,0.23,3,0.48,Yes,Free,22.66,Bronze
129,4/5/2025,36,Other,Adamburgh,Medium,High Spender,Direct,5/5/2025,2,4404.02,2202.01,Active,25-Apr,5345.22,154,24-05-2025,45,Electronics,0.86,10,Debit Card,0.27,1,0.44,Yes,Gold,21.68,Silver
130,14-10-2023,63,Female,East Kendra,Medium,Occasional,Referral,11/3/2023,37,2824.08,76.33,Inactive,23-Oct,6251.59,693,8/9/2025,91,Electronics,0,5,UPI,0.15,1,0.72,No,Free,11.96,Gold
131,22-03-2024,57,Female,New Bradley,Low,One-time,Direct,5/7/2024,22,3601.11,163.69,Active,24-Mar,7150.85,533,4/11/2024,7,Travel,0.04,6,UPI,0.27,4,0.37,Yes,Premium,19.54,Silver
132,15-11-2023,18,Other,Stephenhaven,Medium,High Spender,Social Media,25-12-2023,40,4939.46,123.49,Active,23-Nov,11918.85,661,6/2/2024,86,Healthcare,0.94,1,Debit Card,0.1,4,0.88,Yes,Gold,41,Silver
133,28-12-2023,30,Other,Murrayberg,Low,One-time,Email,25-02-2024,23,3359.96,146.09,Active,23-Dec,6807.94,618,7/9/2025,100,Grocery,0.7,0,Credit Card,0.24,3,0.41,Yes,Premium,27.15,Platinum
134,3/8/2024,40,Female,Medinamouth,Low,Occasional,Referral,4/8/2024,39,4924.13,126.26,Inactive,24-Mar,10706.97,547,9/1/2025,93,Grocery,0.42,9,Net Banking,0.14,4,0.34,Yes,Gold,37.99,Platinum
135,1/3/2024,59,Female,North Williamton,High,High Spender,Email,28-02-2024,15,309.77,20.65,Active,24-Jan,600.3,612,28-03-2025,5,Electronics,0.02,1,UPI,0.28,2,0.68,Yes,Free,11.34,Bronze
136,6/6/2024,60,Female,North Daniel,Low,Occasional,Direct,7/6/2024,2,3400.6,1700.3,Inactive,24-Jun,5231.46,457,5/2/2025,11,Travel,0.61,3,Net Banking,0.14,3,0.13,No,Premium,16.87,Platinum
137,26-02-2024,42,Other,South Williammouth,Medium,Loyal,Direct,26-03-2024,25,2655.66,106.23,Active,24-Feb,5782.37,558,17-07-2024,26,Grocery,0.27,5,Credit Card,0.25,5,0.41,No,Free,49.7,Silver
138,6/6/2024,54,Other,Bradshawville,High,Loyal,Referral,7/12/2024,17,2011.22,118.31,Active,24-Jun,3383.56,457,15-07-2024,77,Books,0.24,0,UPI,0.03,5,0.84,Yes,Gold,7.83,Gold
139,18-11-2024,36,Other,Josephton,Medium,One-time,Direct,27-12-2024,19,4563.86,240.2,Active,24-Nov,11372.19,292,19-06-2025,56,Grocery,0.82,1,Debit Card,0.02,5,0.61,Yes,Free,59.71,Silver
140,6/11/2024,19,Other,Thomasberg,Medium,Bargain Hunter,Email,8/6/2024,6,4894.82,815.8,Active,24-Jun,11973.38,452,23-08-2025,11,Fashion,0.1,2,Debit Card,0.19,2,0.18,Yes,Free,6.91,Gold
141,26-04-2025,49,Other,Lake Elizabethborough,High,One-time,Referral,6/6/2025,36,4252.89,118.14,Active,25-Apr,10571.71,133,13-08-2025,40,Travel,0.46,10,Credit Card,0.29,3,0.6,Yes,Free,20.46,Bronze
142,26-05-2024,31,Female,Jenniferhaven,High,Bargain Hunter,Direct,7/6/2024,47,2653.96,56.47,Inactive,24-May,4109.33,468,7/10/2024,75,Electronics,0.89,10,Credit Card,0.2,5,0.9,No,Gold,58,Gold
143,18-06-2025,27,Other,Port Connie,Low,Loyal,Referral,19-06-2025,40,3180.04,79.5,Inactive,25-Jun,5632.94,80,23-07-2025,73,Healthcare,0.15,3,Net Banking,0.29,2,0.41,No,Free,45.64,Gold
144,16-12-2024,62,Other,Donnafort,Medium,One-time,Ads,26-01-2025,37,1900.25,51.36,Inactive,24-Dec,4718.47,264,18-12-2024,75,Fashion,0.21,3,Debit Card,0.01,2,0.87,Yes,Gold,35.63,Silver
145,25-08-2025,40,Male,Robertstown,Medium,High Spender,Email,27-09-2025,27,2913.11,107.89,Active,25-Aug,6181.94,12,31-08-2025,11,Books,0.95,3,Credit Card,0.26,1,0.67,No,Free,14.77,Silver
146,16-08-2024,43,Other,Jamesview,High,High Spender,Email,15-09-2024,47,2624.91,55.85,Active,24-Aug,5708.65,386,18-03-2025,73,Electronics,0,3,UPI,0.16,4,0.45,Yes,Premium,38.48,Gold
147,17-02-2025,18,Male,Lake Hunter,Medium,One-time,Referral,4/9/2025,36,1052.33,29.23,Inactive,25-Feb,1347.1,201,8/9/2025,5,Grocery,0.65,5,UPI,0.24,1,0.64,No,Free,53.37,Bronze
148,24-02-2024,22,Female,Carlosfort,Medium,High Spender,Ads,4/7/2024,10,2336.07,233.61,Active,24-Feb,4077.7,560,13-07-2025,58,Grocery,0.21,8,UPI,0.3,4,0.4,Yes,Premium,39.86,Platinum
149,26-07-2024,41,Other,Mccarthyville,Medium,Loyal,Ads,20-08-2024,4,385.54,96.39,Active,24-Jul,961.53,407,26-02-2025,40,Travel,0.5,7,Credit Card,0.28,3,0.86,No,Premium,49.18,Silver
150,24-08-2024,51,Male,South Michael,High,Bargain Hunter,Social Media,9/9/2024,28,1284.8,45.89,Inactive,24-Aug,2631.86,378,18-03-2025,71,Books,0.1,6,Debit Card,0.06,3,0.75,No,Premium,12.91,Bronze
151,29-05-2024,64,Male,East Christina,Low,Occasional,Email,21-06-2024,49,2451.95,50.04,Inactive,24-May,5987.89,465,26-06-2024,26,Fashion,0.57,10,UPI,0.25,4,0.28,No,Premium,18.93,Platinum
152,29-06-2025,25,Female,West Taylormouth,Low,Bargain Hunter,Email,8/4/2025,8,2282.99,285.37,Active,25-Jun,3815.46,69,24-07-2025,24,Fashion,0.58,8,Debit Card,0.19,1,0.27,Yes,Free,22.54,Platinum
153,21-07-2024,54,Male,East Ryan,High,Occasional,Email,16-08-2024,20,1583.9,79.2,Inactive,24-Jul,3823.07,412,6/6/2025,14,Grocery,0.27,3,Wallet,0.01,2,0.31,Yes,Gold,15.32,Gold
154,16-06-2024,40,Other,East James,High,One-time,Direct,31-07-2024,4,4356.54,1089.13,Active,24-Jun,10092.59,447,16-07-2025,18,Electronics,0.92,2,Credit Card,0.07,1,0.84,Yes,Premium,20.12,Platinum
155,26-11-2023,42,Other,Caseyville,Low,One-time,Email,25-12-2023,31,2230.65,71.96,Inactive,23-Nov,2864.69,650,5/5/2025,96,Healthcare,0.87,9,Net Banking,0.1,2,0.86,No,Premium,1.64,Bronze
156,13-07-2025,60,Male,South Marilynview,High,One-time,Direct,24-08-2025,39,1519.13,38.95,Active,25-Jul,3450.34,55,14-08-2025,58,Grocery,0.66,6,UPI,0.15,1,0.75,No,Gold,47.36,Platinum
157,31-10-2023,59,Male,Melissaberg,Low,Occasional,Referral,12/9/2023,33,2102.99,63.73,Active,23-Oct,3016.65,676,9/11/2024,41,Books,0.95,1,Net Banking,0.09,4,0.41,No,Gold,47.27,Silver
158,30-05-2025,42,Male,Parksburgh,Low,Bargain Hunter,Email,7/9/2025,26,2897.25,111.43,Active,25-May,6455.18,99,6/12/2025,51,Electronics,0.3,2,Debit Card,0.08,4,0.22,Yes,Gold,28.64,Platinum
159,18-09-2024,47,Other,Kaiserfort,High,Bargain Hunter,Referral,29-10-2024,13,1102.05,84.77,Active,24-Sep,1475.28,353,19-05-2025,80,Travel,0.84,6,Debit Card,0.2,3,0.16,Yes,Gold,21.76,Platinum
160,27-11-2023,33,Male,Jordanfort,High,High Spender,Social Media,1/6/2024,46,1365.48,29.68,Inactive,23-Nov,2051.15,649,10/4/2024,22,Healthcare,0.93,10,Debit Card,0.22,1,0.12,No,Premium,5.99,Silver
161,8/11/2025,22,Other,West Eric,High,One-time,Referral,10/7/2025,30,929.5,30.98,Active,25-Aug,1311.98,26,23-08-2025,17,Healthcare,0.07,2,Credit Card,0.24,3,0.18,No,Gold,43.56,Bronze
162,30-03-2024,51,Other,East Ericachester,Low,Bargain Hunter,Email,26-05-2024,14,1377.96,98.43,Inactive,24-Mar,1666.05,525,30-04-2025,4,Travel,0.73,8,Credit Card,0.21,1,0.24,Yes,Premium,30.07,Gold
163,21-09-2024,43,Other,North Paul,Medium,Loyal,Email,22-10-2024,5,2977.95,595.59,Inactive,24-Sep,4490.07,350,13-06-2025,28,Travel,0.81,4,Debit Card,0.12,2,0.28,No,Premium,31.34,Gold
164,27-10-2024,56,Female,South Kurt,Medium,High Spender,Social Media,12/7/2024,8,3237.05,404.63,Active,24-Oct,4031.71,314,29-07-2025,19,Grocery,0.92,9,Net Banking,0.04,2,0.72,No,Premium,53.79,Gold
165,8/1/2025,61,Male,Danielmouth,Medium,One-time,Social Media,8/12/2025,7,2279.75,325.68,Inactive,25-Aug,4827.89,36,27-08-2025,85,Books,0.4,8,UPI,0.22,5,0.21,No,Premium,47.08,Silver
166,13-02-2025,26,Female,Myerschester,Medium,Occasional,Email,18-02-2025,38,239.55,6.3,Active,25-Feb,408.64,205,8/8/2025,30,Fashion,0.23,4,Wallet,0.14,3,0.46,Yes,Premium,56.1,Bronze
167,2/3/2025,35,Other,Davidville,Low,Loyal,Ads,3/5/2025,48,3301.15,68.77,Inactive,25-Feb,4458.18,215,30-05-2025,26,Grocery,1,7,Debit Card,0.2,1,0.32,No,Free,13.04,Gold
168,29-08-2024,30,Other,West Lisa,High,High Spender,Ads,22-10-2024,16,3516.86,219.8,Active,24-Aug,7436.42,373,17-03-2025,54,Grocery,0.94,3,Debit Card,0.03,4,0.6,No,Premium,15.14,Silver
169,11/3/2023,23,Male,Ashleymouth,Low,Occasional,Direct,1/1/2024,49,1094.83,22.34,Active,23-Nov,2302.65,673,8/10/2025,25,Electronics,0.77,5,Wallet,0.17,3,0.62,Yes,Gold,52.82,Gold
170,25-08-2025,58,Male,Kennedyport,High,High Spender,Direct,26-09-2025,38,1637.63,43.1,Inactive,25-Aug,3020.29,12,9/5/2025,16,Electronics,0.01,4,Wallet,0.23,2,0.11,Yes,Gold,37.61,Bronze
171,3/1/2025,63,Other,North David,High,Loyal,Direct,26-03-2025,4,3935.73,983.93,Active,25-Mar,5127.04,189,27-07-2025,30,Grocery,0.13,7,Net Banking,0.12,4,0.88,Yes,Free,53.28,Bronze
172,25-04-2025,31,Male,West Victor,High,Bargain Hunter,Email,15-05-2025,7,1427.2,203.89,Inactive,25-Apr,1727.1,134,30-08-2025,22,Books,0.4,1,Debit Card,0.12,1,0.35,Yes,Free,35.18,Bronze
173,26-08-2025,38,Female,Jeffreymouth,High,Bargain Hunter,Direct,10/2/2025,19,1513.35,79.65,Inactive,25-Aug,3480.05,11,9/2/2025,44,Electronics,0.96,5,UPI,0.05,3,0.37,No,Gold,25.85,Bronze
174,14-12-2024,54,Male,Aguilarview,High,High Spender,Referral,1/5/2025,18,3538.44,196.58,Inactive,24-Dec,5179.33,266,23-01-2025,46,Electronics,0.45,5,Net Banking,0.26,4,0.45,Yes,Gold,41.65,Bronze
175,8/1/2024,52,Other,Jonland,High,Loyal,Ads,26-08-2024,43,4115.39,95.71,Active,24-Aug,9937.26,401,17-06-2025,39,Travel,0.72,8,Credit Card,0.04,5,0.72,Yes,Free,38.16,Bronze
176,30-10-2024,54,Male,Lake Brandonburgh,High,Loyal,Direct,20-12-2024,14,2738.27,195.59,Inactive,24-Oct,4518.5,311,20-02-2025,17,Fashion,0.51,9,Wallet,0.18,5,0.57,Yes,Premium,22.12,Gold
177,3/5/2024,49,Other,Anthonyland,High,High Spender,Social Media,4/3/2024,37,2527.64,68.31,Active,24-Mar,3424.65,550,26-12-2024,52,Books,0.51,6,UPI,0.04,1,0.45,No,Free,30.5,Silver
178,22-10-2023,37,Other,Port Jeremyside,High,Occasional,Email,11/3/2023,2,4491.18,2245.59,Inactive,23-Oct,10795.15,685,22-06-2025,99,Books,0.62,4,Debit Card,0.25,1,0.68,Yes,Premium,21.13,Silver
179,4/3/2024,48,Male,Coffeystad,High,Occasional,Referral,16-04-2024,29,204.73,7.06,Active,24-Apr,359.56,521,20-07-2024,82,Travel,0.52,2,Credit Card,0.26,5,0.77,Yes,Free,14.04,Platinum
180,21-06-2025,28,Other,Hayneschester,Low,High Spender,Social Media,31-07-2025,28,4321.9,154.35,Inactive,25-Jun,7999.68,77,8/5/2025,27,Grocery,0.79,4,Wallet,0.23,1,0.54,Yes,Free,40.92,Bronze
181,10/8/2024,57,Other,Lake Arthurfurt,High,Occasional,Ads,12/5/2024,23,4758.43,206.89,Inactive,24-Oct,9990.02,333,3/1/2025,100,Grocery,0.32,2,UPI,0.26,4,0.18,Yes,Free,16.68,Platinum
182,24-04-2025,51,Other,Brittanystad,Medium,High Spender,Direct,30-05-2025,1,1535.75,1535.75,Inactive,25-Apr,2313.54,135,5/11/2025,19,Fashion,0.82,7,Net Banking,0.2,5,0.51,No,Gold,33.12,Platinum
183,22-11-2023,61,Male,Rodriguezmouth,High,One-time,Email,25-11-2023,10,4626.15,462.61,Active,23-Nov,10682.61,654,2/4/2025,94,Grocery,0.24,6,Debit Card,0.24,4,0.82,Yes,Free,10.77,Platinum
184,6/5/2024,35,Other,Markberg,Medium,One-time,Direct,6/12/2024,41,4846.17,118.2,Active,24-Jun,11045.15,458,13-03-2025,64,Grocery,0.87,0,UPI,0.16,5,0.64,Yes,Gold,11.29,Silver
185,27-01-2024,18,Other,North Tracy,Low,Occasional,Ads,3/10/2024,38,63.63,1.67,Active,24-Jan,136.72,588,21-08-2024,75,Electronics,0.16,1,Net Banking,0.06,3,0.43,Yes,Free,52.42,Gold
186,27-12-2024,23,Male,Sylviaberg,High,Occasional,Referral,15-01-2025,2,2611.42,1305.71,Active,24-Dec,4997.07,253,20-01-2025,6,Electronics,0.82,3,UPI,0.01,3,0.11,No,Free,31.04,Bronze
187,6/10/2024,28,Other,South Tabitha,Medium,Occasional,Ads,7/2/2024,43,711.49,16.55,Active,24-Jun,1741.82,453,8/12/2024,46,Healthcare,0.6,0,Debit Card,0.19,2,0.76,Yes,Gold,10.52,Platinum
188,27-03-2025,41,Female,Laneborough,High,High Spender,Referral,19-05-2025,41,1374.39,33.52,Inactive,25-Mar,3429.62,163,7/11/2025,41,Fashion,0.91,7,Debit Card,0.09,5,0.51,No,Gold,50.22,Gold
189,5/3/2025,36,Female,Melissabury,Low,Loyal,Referral,5/5/2025,50,4641.67,92.83,Inactive,25-May,5690.04,126,16-07-2025,47,Travel,0.07,7,Credit Card,0.08,5,0.3,Yes,Premium,12.09,Platinum
190,16-06-2025,30,Male,Port Debbieburgh,Low,Loyal,Direct,8/6/2025,38,2697.43,70.98,Inactive,25-Jun,4632.59,82,7/10/2025,4,Fashion,0.86,6,UPI,0.14,4,0.55,Yes,Premium,46.5,Silver
191,11/9/2023,24,Female,Cliffordport,High,Loyal,Ads,19-12-2023,30,3650.5,121.68,Active,23-Nov,9051.39,667,17-04-2025,38,Fashion,0.79,8,UPI,0.19,3,0.12,Yes,Gold,19.55,Platinum
192,29-07-2024,31,Male,New Susanstad,High,Occasional,Direct,23-08-2024,45,3849.44,85.54,Inactive,24-Jul,4843.83,404,31-03-2025,46,Books,0.75,7,UPI,0.04,5,0.39,No,Free,19.38,Gold
193,12/4/2023,63,Other,Phillipsburgh,High,High Spender,Ads,1/10/2024,41,4276.46,104.3,Active,23-Dec,7275.82,642,11/3/2024,69,Books,0.28,1,Debit Card,0.17,4,0.14,No,Gold,49.73,Platinum
194,19-01-2025,25,Other,Rodgersborough,Medium,Bargain Hunter,Referral,3/7/2025,12,3744.44,312.04,Inactive,25-Jan,5177.59,230,8/5/2025,26,Healthcare,0.47,6,Net Banking,0.17,4,0.41,No,Gold,28.5,Gold
195,13-08-2024,27,Male,Mollybury,Low,One-time,Email,16-09-2024,20,2706.24,135.31,Active,24-Aug,5547.3,389,23-01-2025,58,Fashion,0.38,5,Wallet,0.3,3,0.48,No,Free,3.69,Silver
196,3/9/2025,48,Female,Riveraview,High,Occasional,Referral,21-04-2025,27,3714.32,137.57,Inactive,25-Mar,7222.61,181,26-03-2025,93,Fashion,0.11,3,UPI,0.05,3,0.9,No,Free,32.55,Gold
197,20-12-2024,44,Other,West Daniel,High,Bargain Hunter,Social Media,13-01-2025,26,118.87,4.57,Inactive,24-Dec,220.3,260,4/1/2025,38,Grocery,0.47,7,Credit Card,0.12,4,0.34,Yes,Free,25.59,Platinum
198,19-07-2025,55,Male,New Ryanton,Low,Loyal,Direct,22-08-2025,14,1841.26,131.52,Inactive,25-Jul,4500.73,49,29-08-2025,86,Books,0.64,1,Wallet,0.02,1,0.86,Yes,Free,7.03,Platinum
199,11/10/2024,62,Male,Lake Steven,High,Loyal,Ads,12/5/2024,44,547.56,12.44,Inactive,24-Nov,1175.17,300,15-02-2025,82,Grocery,0.55,0,Debit Card,0.03,1,0.27,Yes,Free,31.5,Platinum
200,15-03-2025,19,Other,Michaelburgh,Medium,Occasional,Ads,30-04-2025,16,1448.41,90.53,Inactive,25-Mar,2201.28,175,30-03-2025,28,Books,0.19,3,Net Banking,0.02,4,0.33,No,Gold,39.21,Gold
201,28-01-2024,43,Other,Lake Martinmouth,Medium,Bargain Hunter,Email,27-03-2024,39,407.12,10.44,Active,24-Jan,901.4,587,7/6/2025,64,Healthcare,0.58,4,Wallet,0.11,1,0.79,No,Premium,34.93,Platinum
202,18-06-2025,59,Female,North Melissa,Low,One-time,Email,7/12/2025,28,4578.07,163.5,Active,25-Jun,5702.35,80,17-07-2025,39,Fashion,0.35,9,Net Banking,0.16,4,0.46,Yes,Free,25.96,Bronze
203,31-05-2025,38,Female,Port Nathanfort,Medium,Loyal,Email,17-06-2025,4,3176.64,794.16,Active,25-May,4803.42,98,6/3/2025,43,Travel,0.05,2,Credit Card,0.04,4,0.33,No,Premium,45.54,Platinum
204,19-11-2023,65,Male,Amybury,High,High Spender,Email,14-12-2023,16,1445.96,90.37,Inactive,23-Nov,2019.9,657,15-06-2025,21,Healthcare,0.61,10,Wallet,0.1,3,0.18,Yes,Free,16.38,Gold
205,16-02-2024,20,Other,New Ashleyville,High,High Spender,Referral,4/9/2024,28,2768.93,98.89,Inactive,24-Feb,6231.83,568,5/1/2024,18,Healthcare,0.46,5,Net Banking,0.14,2,0.25,No,Free,29.04,Gold
206,16-12-2024,63,Male,Debratown,Low,Occasional,Social Media,1/7/2025,48,2382.77,49.64,Active,24-Dec,2926.76,264,3/4/2025,10,Travel,0.45,8,Debit Card,0.07,5,0.41,No,Gold,32.81,Silver
207,31-05-2025,32,Male,Youngfort,Low,One-time,Referral,6/12/2025,19,1162.71,61.2,Active,25-May,2346.49,98,16-06-2025,80,Grocery,0.22,4,Net Banking,0.07,1,0.31,Yes,Premium,5.26,Bronze
208,15-03-2025,50,Other,East Maria,High,High Spender,Social Media,4/3/2025,2,4576.04,2288.02,Active,25-Mar,8360.04,175,4/9/2025,2,Grocery,0.38,3,Wallet,0.25,5,0.66,No,Premium,6.34,Gold
209,21-04-2024,22,Male,Kennedyview,Medium,One-time,Email,5/8/2024,1,953.37,953.37,Inactive,24-Apr,1696.63,503,18-10-2024,66,Books,0.78,2,Wallet,0.04,1,0.53,Yes,Free,44.41,Silver
210,19-10-2024,22,Male,Robbinsborough,Medium,Occasional,Referral,24-10-2024,15,3664.64,244.31,Active,24-Oct,5571.05,322,28-02-2025,46,Grocery,0.66,1,Credit Card,0.12,3,0.27,Yes,Gold,3.32,Platinum
211,5/7/2025,26,Male,New Katherine,Low,High Spender,Referral,16-06-2025,42,2243.1,53.41,Inactive,25-May,2981.75,122,8/9/2025,79,Books,0.65,2,Debit Card,0.26,3,0.75,No,Gold,14.91,Bronze
212,3/8/2024,30,Other,Mitchellborough,High,One-time,Social Media,21-04-2024,1,3693.44,3693.44,Active,24-Mar,8150.27,547,3/7/2025,75,Grocery,0.33,6,Debit Card,0.08,4,0.46,Yes,Gold,6.82,Platinum
213,6/5/2024,45,Other,East Brandonborough,Medium,Loyal,Email,7/8/2024,5,1705.81,341.16,Inactive,24-Jun,3846.32,458,8/5/2025,34,Healthcare,0.67,8,Wallet,0.14,4,0.3,Yes,Premium,12.99,Silver
214,15-03-2025,30,Other,Velezstad,Medium,Occasional,Ads,30-04-2025,6,3895.03,649.17,Inactive,25-Mar,5945.94,175,16-06-2025,32,Grocery,0.12,9,Credit Card,0.14,4,0.79,Yes,Free,36.61,Silver
215,2/4/2025,20,Male,Robertport,Low,Occasional,Email,3/9/2025,4,966.17,241.54,Active,25-Feb,2269.76,214,2/6/2025,58,Travel,0.74,2,Debit Card,0.1,4,0.65,No,Premium,10.8,Silver
216,16-10-2024,52,Male,West Paige,Low,Occasional,Email,13-11-2024,3,2641.5,880.5,Inactive,24-Oct,6585.46,325,15-03-2025,64,Books,0.06,0,Wallet,0.14,3,0.22,Yes,Gold,53.2,Bronze
217,1/3/2025,24,Female,West Patrick,Medium,Bargain Hunter,Ads,16-02-2025,25,4980.01,199.2,Active,25-Jan,9260.87,246,24-07-2025,48,Books,0.15,9,UPI,0.12,1,0.73,Yes,Free,46.44,Platinum
218,9/5/2024,35,Female,East Marco,Medium,Bargain Hunter,Social Media,,0,0,0,Active,24-Sep,0,366,22-08-2025,38,Healthcare,0.57,5,Debit Card,0.17,4,0.52,Yes,Premium,32.78,Bronze
219,4/11/2024,53,Female,Port Johnville,Low,High Spender,Social Media,6/10/2024,26,1951.06,75.04,Active,24-Apr,2442.29,513,5/2/2024,36,Books,0.28,5,Debit Card,0.07,3,0.39,Yes,Premium,21.98,Bronze
220,25-06-2025,38,Other,Port Amyville,Medium,Bargain Hunter,Referral,30-07-2025,49,2083.85,42.53,Inactive,25-Jun,3201.71,73,21-07-2025,80,Travel,0.5,10,UPI,0.07,3,0.12,Yes,Free,49.79,Platinum
221,1/8/2024,34,Other,Davisberg,Medium,One-time,Social Media,21-01-2024,3,2648.63,882.88,Active,24-Jan,4278.94,607,3/3/2025,23,Grocery,0.91,4,Debit Card,0.04,1,0.28,No,Premium,7.43,Gold
222,12/9/2023,60,Female,West Rebeccashire,Low,Bargain Hunter,Referral,15-01-2024,47,1107.13,23.56,Inactive,23-Dec,2258.81,637,7/11/2025,33,Healthcare,0.11,10,UPI,0.14,1,0.27,No,Gold,13.78,Bronze
223,22-06-2025,63,Male,East Natasha,Low,Loyal,Social Media,30-06-2025,28,2008.59,71.74,Inactive,25-Jun,2479.63,76,29-06-2025,97,Travel,0.01,4,UPI,0.09,1,0.81,Yes,Premium,43.33,Silver
224,8/6/2025,58,Male,West Johnburgh,Low,High Spender,Email,28-09-2025,3,3676.46,1225.49,Active,25-Aug,8310.16,31,20-08-2025,52,Books,0.55,5,Debit Card,0.07,5,0.64,No,Gold,3.77,Gold
225,2/7/2024,53,Male,Port Philipton,Low,Bargain Hunter,Social Media,23-03-2024,41,1007.46,24.57,Active,24-Feb,2001.85,577,18-03-2024,98,Electronics,0.93,4,UPI,0.26,2,0.63,Yes,Premium,5.24,Bronze
226,29-01-2024,38,Female,South April,Medium,One-time,Ads,21-02-2024,13,2775.03,213.46,Inactive,24-Jan,4741.94,586,20-01-2025,20,Fashion,0.65,4,Debit Card,0.16,1,0.85,Yes,Premium,13.92,Bronze
227,4/10/2024,36,Male,Garrettmouth,Low,Occasional,Direct,20-04-2024,42,155.79,3.71,Active,24-Apr,204.88,514,5/7/2024,7,Grocery,0.05,9,Wallet,0.07,4,0.74,Yes,Free,41.77,Gold
228,25-07-2025,49,Other,Robertstad,Medium,One-time,Referral,18-08-2025,8,2130.18,266.27,Inactive,25-Jul,2877.11,43,9/4/2025,84,Travel,0.06,0,Credit Card,0.08,1,0.12,Yes,Free,52.91,Platinum
229,27-10-2023,63,Male,Stuartside,Medium,Bargain Hunter,Email,21-12-2023,40,2813.41,70.34,Active,23-Oct,4893.3,680,19-07-2024,71,Healthcare,0.7,7,Net Banking,0.16,3,0.4,Yes,Gold,52.56,Silver
230,16-11-2024,57,Female,North John,High,High Spender,Email,29-12-2024,3,912.09,304.03,Inactive,24-Nov,1264.67,294,30-12-2024,99,Electronics,0.05,9,Net Banking,0.3,2,0.35,No,Free,38.68,Bronze
